"","Variable","Unit","Value","Min","Max","isInteger","parscale","distance","MaxAfterDet","MinAfterDet","MinNotDeterminedBorder","MinBorderLogLikeError","MinKickParmsErrorRangeDet","MinBoundByAuthors","MaxNotDeterminedBorder","MaxBorderLogLikeError","MaxKickParmsErrorRangeDet","MaxBoundByAuthors"
"280","Government.time for government to change transfers[1]",0,5,3.12252789686156,6.87747210313844,FALSE,2.44211482454835,1.87747210313844,6.87747210313844,3.12252789686156,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"281","Government.time to measure unemployment[1]",0,1,0.904814541093479,1.09518545890652,FALSE,0.016647599269127,0.095185458906521,1.09518545890652,0.904814541093479,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"282","Government.unemployment weight[1]",0,0.33,0.295284375985725,0.364715624014275,FALSE,0.00533977038437434,0.0347156240142752,0.364715624014275,0.295284375985725,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"283","Inflation.Agriculture share of GDP intercept[1]",0,3.44861681058744,3.01708334537381,3.88015027580107,FALSE,0.145513993963654,0.431533465213635,3.88015027580107,3.01708334537381,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"284","Inflation.agriculture share of GDP slope[1]",0,-2.28814519206221,-2.57038985409231,-2.00590053003211,FALSE,0.119219138894963,0.282244662030096,-2.00590053003211,-2.57038985409231,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"285","Inflation.agriculture share of GDP starting point determinant[1]",0,19.8770195984429,19.7540391968858,20,FALSE,4.27375999938285,0.122980401557101,20,19.7540391968858,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"286","Inflation.deflation adjustment time[1]",0,3.82527832406061,3.8026407537471,3.84791589437412,FALSE,0.00356556463361573,0.0226375703135053,3.84791589437412,3.8026407537471,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"287","Inflation.inflation adjustment time[1]",0,1.45058032478617,1.40116064957234,1.5,FALSE,0.028443800746964,0.0494196752138301,1.5,1.40116064957234,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"288","Inflation.initial animal products demand growth rate[1]",0,0.02,0.00503702463628217,0.0349629753637178,FALSE,0.00229964777365662,0.0149629753637178,0.0349629753637178,0.00503702463628217,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"289","Inflation.initial animal products production growth rate[1]",0,0.035,0.0200466687126168,0.0499533312873832,FALSE,0.00235389823471017,0.0149533312873832,0.0499533312873832,0.0200466687126168,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"290","Inflation.initial crop demand growth rate[1]",0,0.02,0.00502939620222771,0.0349706037977723,FALSE,0.00230086702456739,0.0149706037977723,0.0349706037977723,0.00502939620222771,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"291","Inflation.initial crop supply growth rate[1]",0,0.02,0.00524043024060988,0.0347595697593901,FALSE,0.00232373745400569,0.0147595697593901,0.0347595697593901,0.00524043024060987,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"292","Inflation.initial employed growth[1]",0,-0.014951251,-0.0157514559187227,-0.0141510460812773,FALSE,0.000124928397143924,0.000800204918722706,-0.0141510460812773,-0.0157514559187227,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"293","Inflation.initial energy demand growth rate[1]",0,0.02,0.0189798409301255,0.0210201590698745,FALSE,0.000156265370399818,0.00102015906987453,0.0210201590698745,0.0189798409301255,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"294","Inflation.initial energy supply growth rate[1]",0,0.02,0.0189806018150027,0.0210193981849973,FALSE,0.000159749513530292,0.00101939818499734,0.0210193981849973,0.0189806018150027,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"295","Inflation.initial growth rate in cropland[1]",0,0.00275,0,0.0055,FALSE,0.000724026880661076,0.00275,0.0055,0,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"296","Inflation.initial growth rate in grazing land[1]",0,0.001,0,0.002,FALSE,0.00126299344508496,0.001,0.002,0,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"297","Inflation.initial income growth rate[1]",0,0.020044647,0.0192173789587495,0.0208719150412505,FALSE,0.000126486728112598,0.000827268041250547,0.0208719150412505,0.0192173789587495,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"298","Inflation.initial inflation index[1]",0,0.382993181667638,0.382371270460254,0.383615092875022,FALSE,9.6216457926096e-05,0.000621911207383641,0.383615092875022,0.382371270460254,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"299","Inflation.initial inflation rate[1]",0,0.0613770977264824,0.0612004330333222,0.0615537624196426,FALSE,2.71918819773533e-05,0.000176664693160182,0.0615537624196426,0.0612004330333222,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"300","Inflation.time to measure growth rate[1]",0,2,1.5,2.5,FALSE,0.295682701249604,0.5,2.5,1.5,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"301","Inflation.weight of cropland inflation contribution[1]",0,0.0944956053433003,0.066320094595281,0.12267111609132,FALSE,0.0047323243971271,0.0281755107480193,0.12267111609132,0.066320094595281,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"302","Inflation.weight of fertilizer used per unit of crop production[1]",0,0.0178717567090785,0.001,0.034743513418157,FALSE,0.0077323232820552,0.0168717567090785,0.034743513418157,0.001,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"303","Inflation.weight of grazing land inflation contribution[1]",0,0.0543838689604846,0.001,0.107767737920969,FALSE,0.0220226437781316,0.0533838689604846,0.107767737920969,0.001,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"304","Inflation.weight of irrigation water used per unit of crop production inflation contribution[1]",0,0.0501917669680645,0.0361515868592448,0.0642319470768842,FALSE,0.00312884078859226,0.0140401801088197,0.0642319470768842,0.0361515868592448,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"305","Inflation.weight of marginal energy cost inflation[1]",0,0.812232845424,0.791120813027506,0.833344877820494,FALSE,0.00330255671566952,0.0211120323964936,0.833344877820494,0.791120813027506,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"307","Innovation.reference cash reserve growth rate[1]",0,0.0486965577383913,0.0418644036211353,0.0555287118556473,FALSE,0.00609472671783097,0.00683215411725601,0.0555287118556473,0.0418644036211353,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"308","Innovation.sensitivity of effect of cash reserve growth rate on firms innovation orientation[1]",0,-0.114483522217129,-0.155719944674553,-0.0732470997597046,FALSE,0.0221660286032078,0.0412364224574244,-0.0732470997597046,-0.155719944674553,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"309","Innovation.time for firms to adjust innovation orientation[1]",0,3.00465422052076,2,4.00930844104152,FALSE,1.774454454729,1.00465422052076,4.00930844104152,2,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"313","Coastal Assets.Fraction of storm damages that is repaired[1]",0,0.9,0.75,1,FALSE,9.23209262154084,0.1,1,0.75,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"315","Coastal Assets.Maxmium fraction of assets destroyed in a storm surge[1]",0,0.3,0.2,0.4,FALSE,0.0475920163266608,0.1,0.4,0.2,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"317","Coastal population.Fatality rate in flood events[1]",0,0.01,0.005,0.02,FALSE,0.00708841661723483,0.005,0.02,0.005,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"324","Sea level rise costs and impacts.Asset demolition cost factor[1]",0,0.05,0.025,0.075,FALSE,177.374873833535,0.025,0.075,0.025,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"325","Sea level rise costs and impacts.Asset relocation cost factor[1]",0,0.1,0.05,0.15,FALSE,528.465015349596,0.05,0.15,0.05,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"326","Sea level rise costs and impacts.Increase factor for costs of reactive retreat[1]",0,4,3,5,FALSE,424.92240630065,1,5,3,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"327","Sea level rise costs and impacts.Mobile assets fraction[1]",0,0.25,0.2,0.3,FALSE,1030.79546894222,0.05,0.3,0.2,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"329","Sea level rise costs and impacts.Relative productivity loss of people being flooded[1]",0,0.96,0.9,0.99,FALSE,1.1177905866612,0.03,0.99,0.9,FALSE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE
"330","energy demand.CDD linear coefficient[1]",0,287.8469604,287.008913358896,288.685007441104,FALSE,0.128935232336995,0.838047041103664,288.685007441104,287.008913358896,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"331","energy demand.effect of GDP on per person use of energy alpha[1]",0,0.440927472974025,0.436300460309802,0.445554485638248,FALSE,0.00122329498558469,0.00462701266422266,0.445554485638248,0.436300460309802,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"332","energy demand.effect of GDP on per person use of energy beta[1]",0,0.829381614417765,0.8290066598521,0.82975656898343,FALSE,0.00985614721504432,0.000374954565665275,0.82975656898343,0.8290066598521,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"333","energy demand.energy use per CDD[1]",0,0.000875,0.000808299667440841,0.00094170033255916,FALSE,1.02124687273686e-05,6.67003325591595e-05,0.00094170033255916,0.000808299667440841,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"334","energy demand.Energy use per HDD[1]",0,0.002,0.00193597420334263,0.00206402579665737,FALSE,9.63856991791825e-06,6.4025796657373e-05,0.00206402579665737,0.00193597420334263,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"335","energy demand.HDD exponential coefficient[1]",0,-0.232561095,-0.240530215581459,-0.224591974418541,FALSE,0.0012103524528576,0.00796912058145932,-0.224591974418541,-0.240530215581459,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"336","energy demand.initial aggregate per unit energy prices[1]",0,0.127905189074687,0.127024896939919,0.128785481209455,FALSE,0.000122621379284357,0.000880292134767591,0.128785481209455,0.127024896939919,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"337","energy demand.initial reference aggregate per unit energy prices[1]",0,0.131977750392959,0.131409282910344,0.132546217875574,FALSE,8.05550819922716e-05,0.000568467482614576,0.132546217875574,0.131409282910344,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"338","energy demand.normal per person use of energy[1]",0,7.28653965140683,7.28334361997206,7.2897356828416,FALSE,0.000483460235569698,0.0031960314347721,7.2897356828416,7.28334361997206,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"339","energy demand.reference change in energy prices[1]",0,0.00470375506756259,0.00450712120435454,0.00490038893077064,FALSE,2.7403703473066e-05,0.000196633863208054,0.00490038893077064,0.00450712120435454,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"340","energy demand.reference formation time[1]",0,5,4.67652268357211,5.32347731642789,FALSE,0.0491678925771071,0.323477316427894,5.32347731642789,4.67652268357211,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"341","energy demand.sensitivity of effect of energy prices on demand[1]",0,0.00700103121560733,0.00526039149408758,0.00874167093712708,FALSE,0.000355811322340442,0.00174063972151975,0.00874167093712708,0.00526039149408758,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"342","energy demand.time for competition to change prices[1]",0,7,5.59125282347768,8.40874717652232,FALSE,0.199622282284342,1.40874717652232,8.40874717652232,5.59125282347768,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"343","energy investments.adaptive energy investments differntiating factor[1]",0,-4.15270007361085,-5.53414361901331,-2.77125652820839,FALSE,0.285725460677075,1.38144354540246,-2.77125652820839,-5.53414361901331,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"344","energy investments.adaptive energy investments integrating factor[1]",0,-2.3319332319455,-2.60678985800726,-2.05707660588374,FALSE,0.0543696958485022,0.274856626061765,-2.05707660588374,-2.60678985800726,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"345","energy investments.adaptive energy investments proportional factor[1]",0,-10.0862977296706,-10.8115089794298,-9.36108647991135,FALSE,0.123102761597486,0.72521124975925,-9.36108647991135,-10.8115089794298,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"346","energy investments.baseline energy investments[1]",0,8.57228e+11,840172943750.678,874283056249.322,FALSE,2636880506.69274,17055056249.3219,874283056249.322,840172943750.678,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"347","energy investments.cost perception time[1]",0,1,0.5,1.5,FALSE,0.113186469288069,0.5,1.5,0.5,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"348","energy investments.historical cost adjustment[1, Coal fuel extraction, 1]",0,0.692706396258843,0.678915623126164,0.706497169391522,FALSE,0.00232994226645034,0.0137907731326786,0.706497169391522,0.678915623126164,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"349","energy investments.historical cost adjustment[1, Coal fuel extraction, 2]",0,0.698438435720046,0.68582940055522,0.711047470884872,FALSE,0.00211095138908313,0.0126090351648257,0.711047470884872,0.68582940055522,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"350","energy investments.historical cost adjustment[1, Coal fuel extraction, 3]",0,0.703840225942572,0.687731257587178,0.719949194297966,FALSE,0.00390263095937186,0.0161089683553942,0.719949194297966,0.687731257587178,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"351","energy investments.historical cost adjustment[1, Coal fuel extraction, 4]",0,0.707874304553672,0.707220171330346,0.708528437776998,FALSE,9.79340544110616e-05,0.000654133223325637,0.708528437776998,0.707220171330346,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"352","energy investments.historical cost adjustment[1, Coal fuel extraction, 5]",0,0.658599716134188,0.656888687471332,0.660310744797044,FALSE,0.000265900146444009,0.001711028662856,0.660310744797044,0.656888687471332,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"353","energy investments.historical cost adjustment[1, Coal fuel extraction, 6]",0,0.449461175560656,0.442326523002546,0.456595828118766,FALSE,0.00177781801215118,0.00713465255811019,0.456595828118766,0.442326523002546,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"354","energy investments.historical cost adjustment[1, Coal fuel extraction, 7]",0,0.585667132773644,0.573556396084936,0.597777869462352,FALSE,0.00350512434472556,0.0121107366887084,0.597777869462352,0.573556396084936,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"355","energy investments.historical cost adjustment[1, Coal fuel extraction, 8]",0,0.702179094346287,0.685630771218542,0.718727417474032,FALSE,0.00489707337298861,0.0165483231277448,0.718727417474032,0.685630771218542,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"356","energy investments.historical cost adjustment[1, Coal fuel extraction, 9]",0,0.712133240770509,0.681875486846669,0.742390994694349,FALSE,0.014379077746733,0.0302577539238401,0.742390994694349,0.681875486846669,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"357","energy investments.historical cost adjustment[1, Coal energy conversion, 1]",0,0.687016565324781,0.37371601128617,1.00031711936339,FALSE,0.058506898547958,0.313300554038611,1.00031711936339,0.37371601128617,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"358","energy investments.historical cost adjustment[1, Coal energy conversion, 2]",0,0.706678324542195,0.557511097275889,0.855845551808501,FALSE,0.0472050504567793,0.149167227266306,0.855845551808501,0.557511097275889,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"359","energy investments.historical cost adjustment[1, Coal energy conversion, 3]",0,0.707311684092829,0.687414376038584,0.727208992147074,FALSE,0.00921884344545441,0.0198973080542447,0.727208992147074,0.687414376038584,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"360","energy investments.historical cost adjustment[1, Coal energy conversion, 4]",0,0.705021692850058,0.663317706314331,0.746725679385785,FALSE,0.0314341755165906,0.0417039865357273,0.746725679385785,0.663317706314331,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"361","energy investments.historical cost adjustment[1, Coal energy conversion, 5]",0,0.642198250767298,0.629606864934174,0.654789636600422,FALSE,0.00202678642579285,0.0125913858331238,0.654789636600422,0.629606864934174,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"362","energy investments.historical cost adjustment[1, Coal energy conversion, 6]",0,0.437805032168854,0.417592566124897,0.458017498212811,FALSE,0.00370189658586969,0.0202124660439567,0.458017498212811,0.417592566124897,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"363","energy investments.historical cost adjustment[1, Coal energy conversion, 7]",0,0.617425791874819,0.565969837600129,0.668881746149509,FALSE,0.0150980332315661,0.0514559542746901,0.668881746149509,0.565969837600129,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"364","energy investments.historical cost adjustment[1, Coal energy conversion, 8]",0,0.498637618809006,0.454560750664178,0.542714486953834,FALSE,0.106192638916145,0.0440768681448284,0.542714486953834,0.454560750664178,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"365","energy investments.historical cost adjustment[1, Coal energy conversion, 9]",0,0.484051290176034,0.318729179152472,0.649373401199596,FALSE,0.0681300014458833,0.165322111023562,0.649373401199596,0.318729179152472,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"366","energy investments.historical cost adjustment[1, Oil fuel extraction, 1]",0,0.106743635398227,0.105914221065549,0.107573049730905,FALSE,0.000136704756436672,0.000829414332678483,0.107573049730905,0.105914221065549,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"367","energy investments.historical cost adjustment[1, Oil fuel extraction, 2]",0,0.0903712436821014,0.089796749512329,0.0909457378518737,FALSE,8.94834081407627e-05,0.000574494169772344,0.0909457378518737,0.089796749512329,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"368","energy investments.historical cost adjustment[1, Oil fuel extraction, 3]",0,0.105595683490499,0.103381093654476,0.107810273326522,FALSE,0.000708824288038599,0.00221458983602349,0.107810273326522,0.103381093654476,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"369","energy investments.historical cost adjustment[1, Oil fuel extraction, 4]",0,0.117249778031264,0.117206076430839,0.117293479631689,FALSE,6.54050417555051e-06,4.37016004254803e-05,0.117293479631689,0.117206076430839,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"370","energy investments.historical cost adjustment[1, Oil fuel extraction, 5]",0,0.101121584363454,0.101012048305921,0.101231120420987,FALSE,1.6892366159328e-05,0.000109536057532528,0.101231120420987,0.101012048305921,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"371","energy investments.historical cost adjustment[1, Oil fuel extraction, 6]",0,0.12358903797902,0.122855038978742,0.124323036979298,FALSE,0.000133760106782772,0.000733999000278485,0.124323036979298,0.122855038978742,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"372","energy investments.historical cost adjustment[1, Oil fuel extraction, 7]",0,0.119499247402166,0.118270429010668,0.120728065793664,FALSE,0.000246406952035282,0.00122881839149766,0.120728065793664,0.118270429010668,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"373","energy investments.historical cost adjustment[1, Oil fuel extraction, 8]",0,0.122298165326987,0.119865036033213,0.12473129462076,FALSE,0.000811732835460373,0.0024331292937735,0.12473129462076,0.119865036033213,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"374","energy investments.historical cost adjustment[1, Oil fuel extraction, 9]",0,0.160147743357501,0.157443566255955,0.162851920459047,FALSE,0.0100628440253014,0.00270417710154555,0.162851920459047,0.157443566255955,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"375","energy investments.historical cost adjustment[1, Oil energy conversion, 1]",0,0.0973014328320194,0.05,0.144602865664039,FALSE,0.0177792631184382,0.0473014328320194,0.144602865664039,0.05,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"376","energy investments.historical cost adjustment[1, Oil energy conversion, 2]",0,0.0813988774325402,0.05,0.11279775486508,FALSE,0.00349893855220767,0.0313988774325402,0.11279775486508,0.05,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"377","energy investments.historical cost adjustment[1, Oil energy conversion, 3]",0,0.0969212916913669,0.05,0.143842583382734,FALSE,0.00204126461964822,0.0469212916913669,0.143842583382734,0.05,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"378","energy investments.historical cost adjustment[1, Oil energy conversion, 4]",0,0.10973844319488,0.0872576575049266,0.132219228884833,FALSE,0.00646168078353712,0.0224807856899534,0.132219228884833,0.0872576575049266,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"379","energy investments.historical cost adjustment[1, Oil energy conversion, 5]",0,0.0817680342230103,0.0780402260198133,0.0854958424262073,FALSE,0.000565583638521799,0.00372780820319701,0.0854958424262073,0.0780402260198133,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"380","energy investments.historical cost adjustment[1, Oil energy conversion, 6]",0,0.133533505083865,0.115069203295303,0.151997806872427,FALSE,0.0100251214951644,0.0184643017885624,0.151997806872427,0.115069203295303,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"381","energy investments.historical cost adjustment[1, Oil energy conversion, 7]",0,0.150513157079381,0.147132972458212,0.15389334170055,FALSE,0.000630054522159367,0.00338018462116851,0.15389334170055,0.147132972458212,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"382","energy investments.historical cost adjustment[1, Oil energy conversion, 8]",0,0.120342242683728,0.115345726331749,0.125338759035707,FALSE,0.000971315366628333,0.00499651635197948,0.125338759035707,0.115345726331749,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"383","energy investments.historical cost adjustment[1, Oil energy conversion, 9]",0,0.139482518705194,0.121751598729164,0.157213438681224,FALSE,0.00272730362877634,0.0177309199760304,0.157213438681224,0.121751598729164,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"384","energy investments.historical cost adjustment[1, Gas fuel extraction, 1]",0,0.310426569752346,0.305162483233657,0.315690656271035,FALSE,0.000895434899251501,0.00526408651868865,0.315690656271035,0.305162483233657,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"385","energy investments.historical cost adjustment[1, Gas fuel extraction, 2]",0,0.302629414590604,0.298310944039757,0.306947885141451,FALSE,0.000720212011591416,0.00431847055084666,0.306947885141451,0.298310944039757,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"386","energy investments.historical cost adjustment[1, Gas fuel extraction, 3]",0,0.295171467516595,0.284779667247232,0.305563267785958,FALSE,0.00450077478597954,0.0103918002693635,0.305563267785958,0.284779667247232,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"387","energy investments.historical cost adjustment[1, Gas fuel extraction, 4]",0,0.367254071622624,0.366940224788123,0.367567918457125,FALSE,4.70411211283327e-05,0.000313846834501419,0.367567918457125,0.366940224788123,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"388","energy investments.historical cost adjustment[1, Gas fuel extraction, 5]",0,0.333196190310252,0.332378162789624,0.33401421783088,FALSE,0.000126851665312817,0.000818027520627651,0.33401421783088,0.332378162789624,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"389","energy investments.historical cost adjustment[1, Gas fuel extraction, 6]",0,0.321642602870021,0.318044404408129,0.325240801331913,FALSE,0.000689723451751422,0.00359819846189163,0.325240801331913,0.318044404408129,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"390","energy investments.historical cost adjustment[1, Gas fuel extraction, 7]",0,0.307057547837492,0.303071700022458,0.311043395652526,FALSE,0.000765399723613821,0.00398584781503358,0.311043395652526,0.303071700022458,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"391","energy investments.historical cost adjustment[1, Gas fuel extraction, 8]",0,0.318741884384207,0.313880143728368,0.323603625040046,FALSE,0.000928979539655672,0.00486174065583855,0.323603625040046,0.313880143728368,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"392","energy investments.historical cost adjustment[1, Gas fuel extraction, 9]",0,0.363322558924885,0.349205326287169,0.377439791562601,FALSE,0.00365307751754236,0.0141172326377164,0.377439791562601,0.349205326287169,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"393","energy investments.historical cost adjustment[1, Gas energy conversion, 1]",0,0.271773143794298,0.05,0.493546287588596,FALSE,0.0452144209910149,0.221773143794298,0.493546287588596,0.05,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"394","energy investments.historical cost adjustment[1, Gas energy conversion, 2]",0,0.300526390829011,0.254696871384534,0.346355910273488,FALSE,0.00627907267129288,0.0458295194444771,0.346355910273488,0.254696871384534,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"395","energy investments.historical cost adjustment[1, Gas energy conversion, 3]",0,0.283874177968931,0.05,0.517748355937862,FALSE,0.0551416993838964,0.233874177968931,0.517748355937862,0.05,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"396","energy investments.historical cost adjustment[1, Gas energy conversion, 4]",0,0.38485366310613,0.296974947980536,0.472732378231724,FALSE,0.0367967157826619,0.0878787151255937,0.472732378231724,0.296974947980536,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"397","energy investments.historical cost adjustment[1, Gas energy conversion, 5]",0,0.352240524757277,0.34549405703071,0.358986992483844,FALSE,0.00102716170868425,0.00674646772656734,0.358986992483844,0.34549405703071,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"398","energy investments.historical cost adjustment[1, Gas energy conversion, 6]",0,0.346612940404098,0.322158953359566,0.37106692744863,FALSE,0.00394952905631664,0.0244539870445316,0.37106692744863,0.322158953359566,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"399","energy investments.historical cost adjustment[1, Gas energy conversion, 7]",0,0.325576454522977,0.303107728590093,0.348045180455861,FALSE,0.00345745974060134,0.0224687259328836,0.348045180455861,0.303107728590093,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"400","energy investments.historical cost adjustment[1, Gas energy conversion, 8]",0,0.360881384873027,0.320740867419183,0.401021902326871,FALSE,0.00775530182693744,0.0401405174538444,0.401021902326871,0.320740867419183,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"401","energy investments.historical cost adjustment[1, Gas energy conversion, 9]",0,0.440823716181988,0.420537533767847,0.461109898596129,FALSE,0.00328985981463819,0.0202861824141414,0.461109898596129,0.420537533767847,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"402","energy investments.historical cost adjustment[1, Hydropower, 1]",0,1.20533285183729,1.17907422462916,1.23159147904543,FALSE,0.00400140023386005,0.0262586272081351,1.23159147904543,1.17907422462916,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
